compound_id,inchikey,canonical_smiles,insecticidal_active,molecule_chembl_id,n_assay_records,n_active_records,n_inactive_records,best_pchembl,median_pchembl,assay_types,target_organisms,source,in_lifechem,in_curated_any
EXT_00290,JEHNRZWQHUGDJH-LDADJPATSA-N,CCO/N=C/COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271829,1,1,0,7.09,7.09,IC50,Culex pipiens,ChEMBL,False,False
EXT_00292,JFJZZMVDLULRGK-URLMMPGGSA-O,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,1,CHEMBL339427,1,1,0,5.73,5.73,Ki,Musca domestica,ChEMBL,False,False
EXT_00294,JGPCAWQKXSGWJM-UHFFFAOYSA-N,CCCC1OP2(=S)OCC1(CCC)CO2,1,CHEMBL2287383,1,1,0,6.0,6.0,IC50,Blattella germanica,ChEMBL,False,False
EXT_00295,JHNYGDAXQHDHNA-IERDGZPVSA-N,C[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1cccc(C(F)(F)F)c1,1,CHEMBL417218,1,1,0,5.92,5.92,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00297,JKYLDTTWQQEIHX-UHFFFAOYSA-N,CCCCCCSCC(=O)C(F)(F)F,1,CHEMBL440542,1,1,0,7.51,7.51,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00298,JLCWNRHNKUVWED-VFNWGFHPSA-N,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1ccccc1,1,CHEMBL57186,1,1,0,5.76,5.76,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00299,JLYXXMFPNIAWKQ-GNIYUCBRSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,1,CHEMBL15891,1,1,0,7.96,7.96,IC50,Musca domestica,ChEMBL,False,False
EXT_00301,JPVKCHIPRSQDKL-UHFFFAOYSA-N,Nc1cccc(S(N)(=O)=O)c1,1,CHEMBL6852,1,1,0,6.05,6.05,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00302,JQNVCUBPURTQPQ-XDWLXSIGSA-N,CC(CO)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,1,CHEMBL564971,1,1,0,7.04,7.04,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00303,JQUGYVKOYKGIRB-PGVJVUNISA-N,CC[C@H](C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,1,CHEMBL506228,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00304,JSEQGONUGWKQBK-XCSZNDEXSA-N,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)[C@H](OC(C)=O)[C@H]3OC(=O)C(C)(O)CCc4ncccc4C(=O)OC[C@@]4(C)O[C@@]1([C@H]3C)[C@@H](OC(C)=O)[C@@H]4C(=O)[C@@H]2OC(C)=O,1,CHEMBL4085923,1,1,0,,,LD50,Aedes aegypti,ChEMBL,False,False
EXT_00306,JUDVPZDNMMGQDM-UHFFFAOYSA-N,CC(C)=NOCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271466,1,1,0,8.76,8.76,IC50,Culex pipiens,ChEMBL,False,False
EXT_00307,JUUPIWYYZTWFLO-UHFFFAOYSA-N,CC(C)CONCCOc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271808,1,1,0,8.66,8.66,IC50,Culex pipiens,ChEMBL,False,False
EXT_00309,JVKYGBRSRAABGJ-LFYBBSHMSA-N,NC(=S)N/N=C/COc1ccc(Cl)cc1,1,CHEMBL3589426,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00310,JXENVKYPVSMCFX-UHFFFAOYSA-N,CCCCOCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2272145,1,1,0,8.08,8.08,IC50,Culex pipiens,ChEMBL,False,False
EXT_00311,JXMULJQCEVPTNL-LPRJTOQXSA-N,C/C=N/OCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271826,1,1,0,8.55,8.55,IC50,Culex pipiens,ChEMBL,False,False
EXT_00312,JXRHQRCPZQCZSZ-ASGOHMCFSA-N,CCCCC/C=C\CCC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C)CC)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,1,CHEMBL5174471,1,1,0,,,LC50,Plutella xylostella,ChEMBL,False,False
EXT_00315,JZUFKLXOESDKRF-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1,CHEMBL435,1,1,0,7.5,7.5,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00316,KBTBQKNTXFVGSP-UHFFFAOYSA-N,CCCCCCCCC(=O)C(F)F,1,CHEMBL152698,1,1,0,5.0,5.0,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00318,KCEXWXBFJOHBPA-UHFFFAOYSA-N,CCC(C)OCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2272151,1,1,0,8.9,8.9,IC50,Culex pipiens,ChEMBL,False,False
EXT_00319,KCYNQKJAQXHQLE-HNNXBMFYSA-N,C#CCCCCCCCCCCC1=C[C@H](C)OC1=O,1,CHEMBL477913,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00320,KEBQIHFEQIBHOQ-RRFJBIMHSA-N,Cc1cn([C@H]2C[C@H](n3cc(-c4ccccn4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,1,CHEMBL1091719,1,1,0,5.42,5.42,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00321,KEEHWYIBHIKGAA-UHFFFAOYSA-N,COCCCCCOc1ccc(CC(C)C)cc1,1,CHEMBL2271832,1,1,0,5.35,5.35,IC50,Culex pipiens,ChEMBL,False,False
EXT_00322,KFFXNJCFHDAUNV-UHFFFAOYSA-N,Cc1cn(CCCCCCOC(c2ccccc2)(c2ccccc2)c2ccncc2)c(=O)[nH]c1=O,1,CHEMBL220459,1,1,0,5.57,5.57,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00323,KFPAKOVKYAAIGL-UHFFFAOYSA-N,CCCCc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,1,CHEMBL2287461,1,1,0,8.27,8.27,IC50,Spodoptera frugiperda,ChEMBL,False,False
EXT_00324,KHNVQJDWUHRVDK-UHFFFAOYSA-N,O=C(COc1ccc(Cl)cc1Cl)Nc1ccc(CN2CCCCC2)cc1,1,CHEMBL1459580,2,2,0,6.58,6.25,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00325,KHYPPUBLNCEADC-UHFFFAOYSA-N,CC1CCc2nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)cc21,1,CHEMBL206170,1,1,0,7.52,7.52,IC50,Musca domestica,ChEMBL,False,False
EXT_00326,KIPNKBSUTXPLGR-UHFFFAOYSA-N,CCC(C)n1cc(C(=O)C(F)F)cn1,1,CHEMBL3623556,2,2,0,7.6,7.59,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00330,KQEVQYJWCZRLTJ-UHFFFAOYSA-N,Nc1ccc(S(N)(=O)=O)cc1Br,1,CHEMBL6724,1,1,0,6.07,6.07,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00331,KRVABEGPNKGLOT-UHFFFAOYSA-N,Nc1cc(C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O,1,CHEMBL418,1,1,0,5.36,5.36,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00335,KVRJHAJGPHILSK-UHFFFAOYSA-N,CN(Cc1ccccc1)C(=S)S,1,CHEMBL2023726,2,2,0,7.91,7.605,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00336,KWDYEPSLJJCGHF-UHFFFAOYSA-N,CC(C)NC(=O)c1cccc(Cl)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ccccc1Cl,1,CHEMBL370843,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00337,KXPSZHIUQPHVGH-BYPYZUCNSA-N,O=C(O)[C@@H]1CCCN1C(=S)S,1,CHEMBL2023730,2,2,0,8.85,8.36,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00338,KYFJIEVANFXJFD-LEVDAJMHSA-N,CC/C=C\C/C=C\CCC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C)CC)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,1,CHEMBL5175917,1,1,0,,,LC50,Plutella xylostella,ChEMBL,False,False
EXT_00340,KYXGSMDRHQWMAB-UHFFFAOYSA-N,CCN1CCN(CCCNC(=O)COc2ccc(-c3ccc(OC)cc3)cc2)CC1,1,CHEMBL4292499,3,2,1,5.42,5.24,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00343,LBFLFJKKZLTGOV-UHFFFAOYSA-N,O=C(O)CCc1nc(-c2ccc(Br)cc2)no1,1,CHEMBL2442676,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00344,LBFWTPRSXIRKMZ-UHFFFAOYSA-N,CC#CCOC(=O)C1=CCCN(C)C1,1,CHEMBL1395412,2,2,0,5.82,5.8149999999999995,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00345,LBUJBVTUEAMMBQ-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCCCCCCCN1C(=O)c2ccccc2C1=O,1,CHEMBL2252721,2,1,1,5.35,5.105,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00346,LCJHAMFHXGMYLX-UHFFFAOYSA-N,O=C(c1cnn(C2CCCC2)c1)C(F)F,1,CHEMBL3623559,2,2,0,6.97,6.92,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00348,LDXLQKYPMYPOCI-UHFFFAOYSA-N,Cc1cccc(Oc2ccc(OCCCNOC(C)C)cc2)c1,1,CHEMBL2271812,1,1,0,10.0,10.0,IC50,Culex pipiens,ChEMBL,False,False
EXT_00349,LECHALRQDMTAQM-UHFFFAOYSA-N,CCCCCCC#CC(=O)C(F)(F)F,1,CHEMBL356917,1,1,0,6.4,6.4,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00350,LFHISGNCFUNFFM-UHFFFAOYSA-N,O=[N+]([O-])C(Cl)(Cl)Cl,1,CHEMBL1327143,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00352,LHROABAUHBYOHP-UHFFFAOYSA-N,COc1cc(O)c2c(c1C)C(C)C(O)(COC(=O)c1ccc(O)c(CC=C(C)C)c1)OC2=O,1,CHEMBL2269235,1,1,0,7.06,7.06,IC50,Musca domestica,ChEMBL,False,False
EXT_00353,LJJDVRIWWXGNQS-UHFFFAOYSA-N,O=C1c2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2CC1F,1,CHEMBL206190,1,1,0,6.5,6.5,IC50,Musca domestica,ChEMBL,False,False
EXT_00354,LJKDYBDUENVZQS-UHFFFAOYSA-N,CCCCCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2Cl)C(C)(C)C)cc1,1,CHEMBL2286442,1,1,0,5.45,5.45,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00356,LJOYGVJNQBYUDA-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc(F)cc1)C(=O)c1ccccc1Cl,1,CHEMBL2286751,2,1,1,7.29,5.859999999999999,"EC50,IC50","Drosophila melanogaster,Spodoptera frugiperda",ChEMBL,False,False
EXT_00357,LKSFAERIDQFYIR-UHFFFAOYSA-N,COC(=O)CCc1nc(-c2ccccc2)no1,1,CHEMBL2442687,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00358,LLBGUCZJOVFEKY-UHFFFAOYSA-N,O=C(O)CCCc1nc(-c2ccc(I)cc2)no1,1,CHEMBL2442680,2,2,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00359,LMBWSYZSUOEYSN-UHFFFAOYSA-N,CCN(CC)C(=S)S,1,CHEMBL107217,2,2,0,6.18,5.904999999999999,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00360,LMPYJGSTISXWRJ-XEWZUCQDSA-N,C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C(=O)C(CO)=C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)CC/C=C\CCCCC,1,CHEMBL5201528,1,1,0,,,LC50,Plutella xylostella,ChEMBL,False,False
EXT_00362,LNPDTQAFDNKSHK-UHFFFAOYSA-N,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,1,CHEMBL865,1,1,0,6.79,6.79,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00363,LOXCNVOJGRNBFX-UHFFFAOYSA-N,O=[N+]([O-])/N=C1\NCOCN1Cc1cnc(Cl)s1,1,CHEMBL2269822,3,3,0,7.96,7.8,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00365,LSJUTEXGKKBNFU-UHFFFAOYSA-N,CCCCCC[S+]([O-])CC(=O)C(F)(F)F,1,CHEMBL155396,1,1,0,5.85,5.85,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00366,LSMHMUILGQCONY-UHFFFAOYSA-N,CCCCOCCOc1ccc(CC(C)C)cc1,1,CHEMBL2272180,1,1,0,6.44,6.44,IC50,Culex pipiens,ChEMBL,False,False
EXT_00367,LSPINEDXJRUDKO-UHFFFAOYSA-N,C=CC(C)(O)C#N,1,CHEMBL2271404,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00368,LTFJIEHDHHICQM-GZTJUZNOSA-N,CCO/N=C/CCOc1ccc(CC(C)(C)C)cc1,1,CHEMBL2272170,1,1,0,8.57,8.57,IC50,Culex pipiens,ChEMBL,False,False
EXT_00369,LVHZXDFAVDDALO-UHFFFAOYSA-N,CCCOCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2272146,1,1,0,9.47,9.47,IC50,Culex pipiens,ChEMBL,False,False
EXT_00370,LVJYTMAGIHHUQG-UHFFFAOYSA-N,Cc1cc(Cl)cc(C(=O)NC(C)C)c1NC(=O)c1cc(Cl)nn1-c1ncccc1Cl,1,CHEMBL437018,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00371,LVVZDKOVBRQLRL-UHFFFAOYSA-N,S=C(S)NCCCn1ccnc1,1,CHEMBL2334361,2,2,0,9.05,8.335,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00372,LWDWUQOIYYAPDA-XSFVSMFZSA-N,CCCc1ccc(Oc2ccc(OC/C=N/OCC)cc2)cc1,1,CHEMBL2271472,1,1,0,6.36,6.36,IC50,Culex pipiens,ChEMBL,False,False
EXT_00373,LWULRPYIMPIYQD-UHFFFAOYSA-N,COc1ccc(NC(S)=NCCN2CCC(C)CC2)cc1Cl,1,CHEMBL1340607,2,1,1,6.02,5.32,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00374,LXCJEBDJFVKIAM-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1[N+](=O)[O-],1,CHEMBL2286739,2,1,1,5.96,5.385,EC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00375,LYFHIZKUSAXSSM-UHFFFAOYSA-N,CCCCCCOCC(=O)C(F)(F)F,1,CHEMBL421992,1,1,0,7.08,7.08,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00376,LZTIMERBDGGAJD-UHFFFAOYSA-N,O=[N+]([O-])C=C1NCCCS1,1,CHEMBL3138618,1,1,0,5.33,5.33,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00377,MAFDEVUGGJLURF-UHFFFAOYSA-N,COCCCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271772,1,1,0,6.42,6.42,IC50,Culex pipiens,ChEMBL,False,False
EXT_00378,MAGOHNFKWBKUKQ-UHFFFAOYSA-N,CCCCCCS(=O)(=O)CC(=O)C(F)(F)F,1,CHEMBL155621,1,1,0,6.83,6.83,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00379,MAGQQZHFHJDIRE-BNFZFUHLSA-N,CCCCC/C=C/C=C/C(=O)NCC(C)C,1,CHEMBL271242,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00380,MCRQFILNDVVNDS-YIXHJXPBSA-N,NC(=S)N/N=C/COc1cccc(Cl)c1Cl,1,CHEMBL3589427,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00382,MEHLEOUIWVWVBF-UHFFFAOYSA-N,C=CC(C#N)OC(C)=O,1,CHEMBL2271401,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00383,MEPJCQOWCCADRL-IERDGZPVSA-N,C[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc(Cl)cc1,1,CHEMBL300573,1,1,0,6.01,6.01,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00384,MIEGTLCGWZYDRN-QRQCRPRQSA-N,COc1ccc(C(=O)N2c3ccc(F)cc3[C@@H](Nc3ccc(F)cc3)C[C@H]2C)cc1,1,CHEMBL56663,1,1,0,5.94,5.94,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00387,MISJZDTURCBDBG-LDADJPATSA-N,CCO/N=C/CCOc1ccc(CC(CC)CC)cc1,1,CHEMBL2272181,1,1,0,9.53,9.53,IC50,Culex pipiens,ChEMBL,False,False
EXT_00389,MKFBTCMZCVVDQG-UHFFFAOYSA-N,CCC(C)n1cc(C(=O)CF)cn1,1,CHEMBL3623563,2,2,0,5.56,5.55,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00392,MNYPSYJHVXNBMF-CGXZTUQUSA-N,O=c1[nH]c(=O)n([C@H]2C[C@H](n3cc(-c4ccc(Cl)cc4)nn3)[C@@H](CO)O2)cc1/C=C/Br,1,CHEMBL1091988,1,1,0,6.34,6.34,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00393,MOQQZFPQHVEHKY-UHFFFAOYSA-N,CN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4)cc3)CC2)CC1,1,CHEMBL4285972,3,3,0,6.62,6.6,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00394,MPAAOUUFYCEANT-UHFFFAOYSA-N,CCc1ccc(C(=O)NC2(C(=O)c3cc(C)cc(C)c3)CCCCC2)cc1,1,CHEMBL55108,1,1,0,6.92,6.92,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00397,MPZGGXWUKCTBTO-UHFFFAOYSA-N,O=[N+]([O-])/N=C1/NCCN1Cc1cnc(Cl)c(F)c1,1,CHEMBL2271129,1,1,0,7.48,7.48,IC50,Musca domestica,ChEMBL,False,False
EXT_00398,MQBUSAOPFBSBFZ-WVMMTVHUSA-N,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1cccc(CN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])c1,1,CHEMBL2252503,1,1,0,5.56,5.56,Ki,Musca domestica,ChEMBL,False,False
EXT_00401,MUPHCSPQJDQVNT-UHFFFAOYSA-N,O=[N+]([O-])/N=C1\NCCN1Cc1cnc(Cl)c(-c2ccccc2)c1,1,CHEMBL2287958,1,1,0,5.19,5.19,IC50,Musca domestica,ChEMBL,False,False
EXT_00402,MUVUKLRYQJFDKC-GCJKJVERSA-N,Cc1ccc(C(=O)N2c3ccccc3[C@@H](Nc3ccccc3)C[C@H]2C)cc1,1,CHEMBL60877,1,1,0,6.0,6.0,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00403,MVMQESMQSYOVGV-HNNXBMFYSA-N,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,1,CHEMBL564226,2,2,0,6.29,6.234999999999999,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00404,MWJZDLMYLURZEF-UHFFFAOYSA-N,CCONCCCOc1ccc(CC(CC)CC)cc1,1,CHEMBL2272189,1,1,0,8.43,8.43,IC50,Culex pipiens,ChEMBL,False,False
EXT_00405,MWVWPDHYHUWCKX-UHFFFAOYSA-N,CC(C)ONCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271810,1,1,0,8.66,8.66,IC50,Culex pipiens,ChEMBL,False,False
EXT_00410,MYBHZQUYPMFZBP-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCCON=C(C)C)cc1,1,CHEMBL2272143,1,1,0,8.65,8.65,IC50,Culex pipiens,ChEMBL,False,False
EXT_00412,MYGACSZYYWNDMZ-UHFFFAOYSA-N,CCOCCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2272147,1,1,0,7.93,7.93,IC50,Culex pipiens,ChEMBL,False,False
EXT_00413,MYKUKUCHPMASKF-VIFPVBQESA-N,c1cncc([C@@H]2CCCN2)c1,1,CHEMBL6200,2,1,1,5.06,5.06,"IC50,Ki",Musca domestica,ChEMBL,False,False
EXT_00414,MZDYABXXPZNUCT-UHFFFAOYSA-N,CCCN(CCC)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,1,CHEMBL279453,2,2,0,8.32,8.265,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00415,MZFWPTMYAAJTCF-KGENOOAVSA-N,CCCCCO/N=C/COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271782,1,1,0,6.72,6.72,IC50,Culex pipiens,ChEMBL,False,False
EXT_00416,MZGNSEAPZQGJRB-UHFFFAOYSA-N,CN(C)C(=S)S,1,CHEMBL569460,2,2,0,6.11,5.785,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00418,NAHTXVIXCMUDLF-RFNFAWMESA-N,CC(=O)O[C@@H]1C[C@H](O)[C@@]23CO[C@@H](O)[C@]1(C)[C@@H]2C[C@@H](O)[C@]1(C)[C@@H]3C(=O)[C@H](OC(C)=O)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]321,1,CHEMBL503044,1,1,0,,,LC50,Spodoptera frugiperda,ChEMBL,False,False
EXT_00419,NBUHPUCUZWZCRU-UHFFFAOYSA-N,[N-]=[N+]=Nc1cc(CN2CCN/C2=N\[N+](=O)[O-])cnc1Cl,1,CHEMBL97343,1,1,0,7.82,7.82,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00420,NBUUFWZFCPGXQM-UDWIEESQSA-N,CCO/N=C/CCOc1ccc(Cc2cccc(C)c2)cc1,1,CHEMBL2271824,1,1,0,9.86,9.86,IC50,Culex pipiens,ChEMBL,False,False
EXT_00421,NCQBQRRNDYBXHO-KKSFZXQISA-N,COc1c(C(C)C)cc2c(c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2,1,CHEMBL2252751,1,1,0,,,LD50,Spodoptera littoralis,ChEMBL,False,False
EXT_00422,NDVGZMNSCFPVKF-UHFFFAOYSA-N,FC(F)(F)c1cc(Cl)c(-n2cc3c(n2)CCC3)c(Cl)c1,1,CHEMBL377727,1,1,0,7.08,7.08,IC50,Musca domestica,ChEMBL,False,False
EXT_00423,NEFYSBQJYCICOG-YSEUJXISSA-N,C[C@@H]1C(=O)O[C@H](C)[C@H]1C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,1,CHEMBL494249,1,1,0,7.21,7.21,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00424,NEMPXIFVMLAVQR-UHFFFAOYSA-N,C=C1C(C)=C(C#N)C(=O)N1c1cc(Cl)c(C(C)(C)C)cc1Cl,1,CHEMBL1254453,1,1,0,5.07,5.07,IC50,Lucilia cuprina,ChEMBL,False,False
EXT_00425,NEUIRFPCOZCRBP-UXPPBCCBSA-N,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1cccc(CN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])n1,1,CHEMBL2252500,1,1,0,5.28,5.28,Ki,Musca domestica,ChEMBL,False,False
EXT_00426,NFDYGXNXYQNIOW-JPYJTQIMSA-N,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3ccc(C(F)(F)F)cc3)c3ccc(C)cc32)cc1,1,CHEMBL292575,1,1,0,5.36,5.36,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00427,NFLNJRITJKGQIX-UHFFFAOYSA-N,S=C(S)NCCN1CCOCC1,1,CHEMBL2023166,2,2,0,7.98,7.95,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00428,NHBORXJQYDFLHV-UHFFFAOYSA-N,Cc1c(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)ccc2c1CCCO2,1,CHEMBL2286445,1,1,0,8.27,8.27,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00429,NILWYTKQQAWCEI-UHFFFAOYSA-N,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(OC)nn1-c1ncccc1Cl,1,CHEMBL427880,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00430,NISHYRRJEKAIPY-LDADJPATSA-N,CCO/N=C/COc1ccc(Oc2ccccc2C)cc1,1,CHEMBL2271795,1,1,0,7.36,7.36,IC50,Culex pipiens,ChEMBL,False,False
EXT_00431,NISLLQUWIJASOV-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1,1,CHEMBL387744,3,2,1,5.89,5.74,EC50,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL,False,False
EXT_00432,NJUOMYTUHSMITF-HCTXVGCHSA-N,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1ccc(CN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])o1,1,CHEMBL2252498,1,1,0,7.52,7.52,Ki,Musca domestica,ChEMBL,False,False
EXT_00433,NKDFYOWSKOHCCO-YPVLXUMRSA-N,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,1,CHEMBL224128,4,4,0,7.34,7.0600000000000005,IC50,"Drosophila melanogaster,Lucilia cuprina,Spodoptera frugiperda",ChEMBL,False,False
EXT_00435,NKKVUHPTHCADSY-UHFFFAOYSA-N,C=C1C(CC(C)C)=C(C#N)C(=O)N1c1cc(Cl)c(Cl)cc1Cl,1,CHEMBL1253938,1,1,0,5.26,5.26,IC50,Lucilia cuprina,ChEMBL,False,False
EXT_00436,NKUYBNCXFLAOEC-UHFFFAOYSA-N,C=CC(C)(C)C1=C(O)C(=O)c2ccccc2C1=O,1,CHEMBL2268882,1,1,0,,,LD50,Spodoptera frugiperda,ChEMBL,False,False
